,0,1,2,3,4,5,6,7,8,mean
lon,-46.5,-45.5,-44.5,-46.5,-45.5,-44.5,-46.5,-45.5,-44.5,-45.5
lat,-10.5,-10.5,-10.5,-11.5,-11.5,-11.5,-12.5,-12.5,-12.5,-11.5
7/1/2018 0:00,0.18,0,0,0.26,0.44,0,0.15,0.38,0.01,0.157777778
8/1/2018 0:00,10.07,11.56,11.48,1.21,4.35,7.19,2.6,1.68,2.05,5.798888889
9/1/2018 0:00,5.72,0.84,0.44,4.83,1.97,0.62,2.64,0.22,3.37,2.294444444
10/1/2018 0:00,140.12,109.02,103.19,145.55,92.22,77.31,156.1,95.95,92.37,112.4255556
11/1/2018 0:00,197.38,147.21,114.13,254.99,185.77,142.74,277.46,221.86,195.04,192.9533333
12/1/2018 0:00,224.14,148.09,167.22,264.14,132.97,132.03,283.92,142.17,95.34,176.6688889
1/1/2019 0:00,118.85,70.63,57.56,103.94,54.26,43.23,112.91,50.55,39.11,72.33777778
2/1/2019 0:00,170.88,195.46,211.17,135.65,151.93,177.69,141.2,129.74,151.99,162.8566667
3/1/2019 0:00,193.3,173.02,211.43,323.3,248.42,215.82,341.38,297.48,276.84,253.4433333
4/1/2019 0:00,137.35,93.8,72.93,166.86,83.46,72.56,174.49,98.62,89.06,109.9033333
5/1/2019 0:00,59.68,58.47,58.55,33.09,40.39,42.12,28.47,33.47,32.02,42.91777778
6/1/2019 0:00,0.07,0.29,0.14,1.14,0.08,0.35,1.56,0.32,0.31,0.473333333
7/1/2019 0:00,0,0,0,0.26,0.43,0,0.14,0.37,0.01,0.134444444
8/1/2019 0:00,0.02,0,0.07,0.04,0.26,0.03,0.01,0.3,1,0.192222222
9/1/2019 0:00,11.38,5.08,3.08,6.85,2.65,3.37,3.33,3.29,12.03,5.673333333
10/1/2019 0:00,75.3,60.08,48.98,71.12,57.56,43.67,72.85,52.88,55.25,59.74333333
11/1/2019 0:00,123.03,172.12,159.64,191.34,139.85,133.11,227.49,124.86,71.91,149.2611111
12/1/2019 0:00,73.27,44.64,55.31,76.66,46.97,50.2,81.44,61.08,61.23,61.2
1/1/2020 0:00,179.82,115.33,186.65,387.31,273.93,248.43,427.94,321.47,282.14,269.2244444
2/1/2020 0:00,141.55,141.88,170.54,218.45,176.05,167.88,236.52,184.18,175.21,179.14
3/1/2020 0:00,258.8,249.94,248.38,282.81,250.77,245.07,296.78,265.79,261.56,262.2111111
4/1/2020 0:00,98.39,66.44,71.15,197.17,121.38,87.74,212.55,156.94,141.12,128.0977778
5/1/2020 0:00,38.73,8.95,2.47,51.12,21.3,8.84,50.73,31.32,31.38,27.20444444
6/1/2020 0:00,0.37,1.03,2.1,1.31,0.11,0.41,1.5,0.08,0.16,0.785555556
7/1/2020 0:00,0.2,0.05,0.18,0.29,0.46,0.02,0.14,0.33,0.01,0.186666667
8/1/2020 0:00,0,0,0.24,0.03,0.25,0.01,0,0.07,0.51,0.123333333
9/1/2020 0:00,6.57,0.4,0.6,9.15,5.88,3.11,4.72,3.94,8.94,4.812222222
10/1/2020 0:00,75.71,60.69,75.4,119.8,78.23,61.72,135.6,72.33,57.34,81.86888889
11/1/2020 0:00,128.29,165.73,196.1,232.62,228.45,216.7,255.52,228.45,218.67,207.8366667
12/1/2020 0:00,121.38,55.02,63.45,121.45,103.2,94.26,114.56,129.81,110.28,101.49
